Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q07812,BAX_HUMAN,reviewed,Apoptosis regulator BAX (Bcl-2-like protein 4) (Bcl2-L-4),BAX BCL2L4,Homo sapiens (Human),192
Q96PG8,BBC3B_HUMAN,reviewed,Bcl-2-binding component 3 (JFY-1) (p53 up-regulated modulator of apoptosis),BBC3 PUMA,Homo sapiens (Human),261
Q9BXH1,BBC3_HUMAN,reviewed,Bcl-2-binding component 3 (JFY-1) (p53 up-regulated modulator of apoptosis),BBC3 PUMA,Homo sapiens (Human),193
O15382,BCAT2_HUMAN,reviewed,"Branched-chain-amino-acid aminotransferase, mitochondrial (BCAT(m)) (EC 2.6.1.42) (Placental protein 18) (PP18)",BCAT2 BCATM BCT2 ECA40,Homo sapiens (Human),392
Q9BYV7,BCDO2_HUMAN,reviewed,"Beta,beta-carotene 9',10'-oxygenase (EC 1.14.99.n2) (B-diox-II) (Beta-carotene dioxygenase 2)",BCO2 BCDO2,Homo sapiens (Human),579
O14874,BCKD_HUMAN,reviewed,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial (EC 2.7.11.4) (Branched-chain alpha-ketoacid dehydrogenase kinase) (BCKD-kinase) (BCKDHKIN)",BCKDK,Homo sapiens (Human),412
P10415,BCL2_HUMAN,reviewed,Apoptosis regulator Bcl-2,BCL2,Homo sapiens (Human),239
Q9Y276,BCS1_HUMAN,reviewed,Mitochondrial chaperone BCS1 (h-BCS1) (BCS1-like protein),BCS1L BCS1,Homo sapiens (Human),419
Q02338,BDH_HUMAN,reviewed,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial (BDH) (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase)",BDH1 BDH,Homo sapiens (Human),343
P55957,BID_HUMAN,reviewed,BH3-interacting domain death agonist (p22 BID) (BID) [Cleaved into: BH3-interacting domain death agonist p15 (p15 BID); BH3-interacting domain death agonist p13 (p13 BID); BH3-interacting domain death agonist p11 (p11 BID)],BID,Homo sapiens (Human),195
P78537,BL1S1_HUMAN,reviewed,Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1) (GCN5-like protein 1) (Protein RT14),BLOC1S1 BLOS1 GCN5L1 RT14,Homo sapiens (Human),153
Q8IZY5,BLID_HUMAN,reviewed,BH3-like motif-containing cell death inducer (Breast cancer cell protein 2),BLID BRCC2,Homo sapiens (Human),108
O60238,BNI3L_HUMAN,reviewed,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like (Adenovirus E1B19K-binding protein B5) (BCL2/adenovirus E1B 19 kDa protein-interacting protein 3A) (NIP3-like protein X) (NIP3L),BNIP3L BNIP3A BNIP3H NIX,Homo sapiens (Human),219
Q12983,BNIP3_HUMAN,reviewed,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3,BNIP3 NIP3,Homo sapiens (Human),194
P50747,BPL1_HUMAN,reviewed,Biotin--protein ligase (EC 6.3.4.-) (Biotin apo-protein ligase) [Includes: Biotin--[methylmalonyl-CoA-carboxytransferase] ligase (EC 6.3.4.9); Biotin--[propionyl-CoA-carboxylase [ATP-hydrolyzing]] ligase (EC 6.3.4.10) (Holocarboxylase synthetase) (HCS); Biotin--[methylcrotonoyl-CoA-carboxylase] ligase (EC 6.3.4.11); Biotin--[acetyl-CoA-carboxylase] ligase (EC 6.3.4.15)],HLCS,Homo sapiens (Human),726
Q8WY22,BRI3B_HUMAN,reviewed,BRI3-binding protein (I3-binding protein) (Cervical cancer 1 proto-oncogene-binding protein KG19) (HCCRBP-1),BRI3BP KG19,Homo sapiens (Human),251
P15538,C11B1_HUMAN,reviewed,"Cytochrome P450 11B1, mitochondrial (CYPXIB1) (Cytochrome P-450c11) (Cytochrome P450C11) (Steroid 11-beta-hydroxylase) (EC 1.14.15.4)",CYP11B1 S11BH,Homo sapiens (Human),503
P19099,C11B2_HUMAN,reviewed,"Cytochrome P450 11B2, mitochondrial (Aldosterone synthase) (ALDOS) (EC 1.14.15.4) (EC 1.14.15.5) (Aldosterone-synthesizing enzyme) (CYPXIB2) (Cytochrome P-450Aldo) (Cytochrome P-450C18) (Steroid 18-hydroxylase)",CYP11B2,Homo sapiens (Human),503
Q8N1F1,C1AS1_HUMAN,reviewed,"Putative uncharacterized protein C17orf76-AS1, mitochondrial (C17orf76 antisense RNA 1) (C17orf76 antisense gene protein 1)",C17orf76-AS1 C17orf45 NCRNA00188,Homo sapiens (Human),130
Q07021,C1QBP_HUMAN,reviewed,"Complement component 1 Q subcomponent-binding protein, mitochondrial (GC1q-R protein) (Glycoprotein gC1qBP) (C1qBP) (Hyaluronan-binding protein 1) (Mitochondrial matrix protein p32) (p33)",C1QBP GC1QBP HABP1 SF2P32,Homo sapiens (Human),282
Q6UB35,C1TM_HUMAN,reviewed,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial (EC 6.3.4.3) (Formyltetrahydrofolate synthetase)",MTHFD1L FTHFSDC1,Homo sapiens (Human),978
Q99643,C560_HUMAN,reviewed,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)",SDHC CYB560 SDH3,Homo sapiens (Human),169
Q5JTJ3,CA031_HUMAN,reviewed,Uncharacterized protein C1orf31,C1orf31,Homo sapiens (Human),125
Q96KC9,CABS1_HUMAN,reviewed,Calcium-binding and spermatid-specific protein 1 (Testis development protein NYD-SP26),CABS1 C4orf35,Homo sapiens (Human),395
P43155,CACP_HUMAN,reviewed,Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT),CRAT CAT1,Homo sapiens (Human),626
Q5T440,CAF17_HUMAN,reviewed,"Putative transferase CAF17, mitochondrial (EC 2.1.-.-) (Iron-sulfur cluster assembly factor homolog)",IBA57 C1orf69,Homo sapiens (Human),356
P35218,CAH5A_HUMAN,reviewed,"Carbonic anhydrase 5A, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VA) (Carbonic anhydrase VA) (CA-VA)",CA5A CA5,Homo sapiens (Human),305
Q9Y2D0,CAH5B_HUMAN,reviewed,"Carbonic anhydrase 5B, mitochondrial (EC 4.2.1.1) (Carbonate dehydratase VB) (Carbonic anhydrase VB) (CA-VB)",CA5B,Homo sapiens (Human),317
Q6IMN6,CAPR2_HUMAN,reviewed,Caprin-2 (C1q domain-containing protein 1) (Cytoplasmic activation/proliferation-associated protein 2) (Gastric cancer multidrug resistance-associated protein) (Protein EEG-1) (RNA granule protein 140),CAPRIN2 C1QDC1 EEG1 KIAA1873 RNG140,Homo sapiens (Human),1127
P31415,CASQ1_HUMAN,reviewed,"Calsequestrin-1 (Calmitin) (Calsequestrin, skeletal muscle isoform)",CASQ1 CASQ,Homo sapiens (Human),396
Q8WWC4,CB047_HUMAN,reviewed,"Uncharacterized protein C2orf47, mitochondrial",C2orf47,Homo sapiens (Human),291
Q9UPW5,CBPC1_HUMAN,reviewed,Cytosolic carboxypeptidase 1 (EC 3.4.17.-) (ATP/GTP-binding protein 1) (Nervous system nuclear protein induced by axotomy protein 1 homolog),AGTPBP1 CCP1 KIAA1035 NNA1,Homo sapiens (Human),1226
Q8N4T8,CBR4_HUMAN,reviewed,Carbonyl reductase family member 4 (EC 1.-.-.-) (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.-) (Quinone reductase CBR4),CBR4,Homo sapiens (Human),237
Q96AQ8,CC90A_HUMAN,reviewed,"Coiled-coil domain-containing protein 90A, mitochondrial",CCDC90A C6orf79,Homo sapiens (Human),359
Q9GZT6,CC90B_HUMAN,reviewed,"Coiled-coil domain-containing protein 90B, mitochondrial",CCDC90B CUA003 MDS011 MDS025,Homo sapiens (Human),254
Q9UL16,CCD19_HUMAN,reviewed,"Coiled-coil domain-containing protein 19, mitochondrial (Nasopharyngeal epithelium-specific protein 1)",CCDC19 NESG1,Homo sapiens (Human),551
P53701,CCHL_HUMAN,reviewed,Cytochrome c-type heme lyase (CCHL) (EC 4.4.1.17) (Holocytochrome c-type synthase),HCCS CCHL,Homo sapiens (Human),268
P06493,CDK1_HUMAN,reviewed,Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (EC 2.7.11.23) (Cell division control protein 2 homolog) (Cell division protein kinase 1) (p34 protein kinase),CDK1 CDC2 CDC28A CDKN1 P34CDC2,Homo sapiens (Human),297
O95674,CDS2_HUMAN,reviewed,Phosphatidate cytidylyltransferase 2 (EC 2.7.7.41) (CDP-DAG synthase 2) (CDP-DG synthase 2) (CDP-diacylglycerol synthase 2) (CDS 2) (CDP-diglyceride pyrophosphorylase 2) (CDP-diglyceride synthase 2) (CTP:phosphatidate cytidylyltransferase 2),CDS2,Homo sapiens (Human),445
P61604,CH10_HUMAN,reviewed,"10 kDa heat shock protein, mitochondrial (Hsp10) (10 kDa chaperonin) (Chaperonin 10) (CPN10) (Early-pregnancy factor) (EPF)",HSPE1,Homo sapiens (Human),102
P10809,CH60_HUMAN,reviewed,"60 kDa heat shock protein, mitochondrial (60 kDa chaperonin) (Chaperonin 60) (CPN60) (Heat shock protein 60) (HSP-60) (Hsp60) (HuCHA60) (Mitochondrial matrix protein P1) (P60 lymphocyte protein)",HSPD1 HSP60,Homo sapiens (Human),573
Q8WYQ3,CHC10_HUMAN,reviewed,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 10, mitochondrial (Protein N27C7-4)",CHCHD10 C22orf16,Homo sapiens (Human),142
Q9Y6H1,CHCH2_HUMAN,reviewed,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 2, mitochondrial (Aging-associated gene 10 protein) (HCV NS2 trans-regulated protein) (NS2TP)",CHCHD2 C7orf17 AAG10,Homo sapiens (Human),151
Q9NX63,CHCH3_HUMAN,reviewed,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial",CHCHD3 MINOS3,Homo sapiens (Human),227
Q9BRQ6,CHCH6_HUMAN,reviewed,"Coiled-coil-helix-coiled-coil-helix domain-containing protein 6, mitochondrial (Coiled coil helix cristae morphology protein 1)",CHCHD6 CHCM1,Homo sapiens (Human),235
Q5T1J5,CHCH9_HUMAN,reviewed,"Putative coiled-coil-helix-coiled-coil-helix domain-containing protein CHCHD2P9, mitochondrial (Coiled-coil-helix-coiled-coil-helix domain-containing 2 pseudogene 9)",CHCHD2P9 C9orf49 CHCHD9,Homo sapiens (Human),151
Q8NE62,CHDH_HUMAN,reviewed,"Choline dehydrogenase, mitochondrial (CDH) (CHD) (EC 1.1.99.1)",CHDH,Homo sapiens (Human),594
Q9Y375,CIA30_HUMAN,reviewed,"Complex I intermediate-associated protein 30, mitochondrial (NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 1)",NDUFAF1 CIA30 CGI-65,Homo sapiens (Human),327
Q9NZ45,CISD1_HUMAN,reviewed,CDGSH iron-sulfur domain-containing protein 1 (MitoNEET),CISD1 C10orf70 ZCD1 MDS029,Homo sapiens (Human),108
Q8N5K1,CISD2_HUMAN,reviewed,CDGSH iron-sulfur domain-containing protein 2 (Endoplasmic reticulum intermembrane small protein) (MitoNEET-related 1 protein) (Miner1) (Nutrient-deprivation autophagy factor-1) (NAF-1),CISD2 CDGSH2 ERIS ZCD2,Homo sapiens (Human),135
P0C7P0,CISD3_HUMAN,reviewed,"CDGSH iron-sulfur domain-containing protein 3, mitochondrial (MitoNEET-related protein 2) (Miner2)",CISD3,Homo sapiens (Human),127
O75390,CISY_HUMAN,reviewed,"Citrate synthase, mitochondrial (EC 2.3.3.1)",CS,Homo sapiens (Human),466
Q9H3J6,CL065_HUMAN,reviewed,"Probable peptide chain release factor C12orf65, mitochondrial",C12orf65 My030,Homo sapiens (Human),166
Q9Y696,CLIC4_HUMAN,reviewed,Chloride intracellular channel protein 4 (Intracellular chloride ion channel protein p64H1),CLIC4,Homo sapiens (Human),253
Q16740,CLPP_HUMAN,reviewed,"Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial (EC 3.4.21.92) (Endopeptidase Clp)",CLPP,Homo sapiens (Human),277
O76031,CLPX_HUMAN,reviewed,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",CLPX,Homo sapiens (Human),633
P10909,CLUS_HUMAN,reviewed,"Clusterin (Aging-associated gene 4 protein) (Apolipoprotein J) (Apo-J) (Complement cytolysis inhibitor) (CLI) (Complement-associated protein SP-40,40) (Ku70-binding protein 1) (NA1/NA2) (Testosterone-repressed prostate message 2) (TRPM-2) [Cleaved into: Clusterin beta chain (ApoJalpha) (Complement cytolysis inhibitor a chain); Clusterin alpha chain (ApoJbeta) (Complement cytolysis inhibitor b chain)]",CLU APOJ CLI KUB1 AAG4,Homo sapiens (Human),449
Q8N0X4,CLYBL_HUMAN,reviewed,"Citrate lyase subunit beta-like protein, mitochondrial (Citrate lyase beta-like) (EC 4.1.-.-)",CLYBL CLB,Homo sapiens (Human),340
O75746,CMC1_HUMAN,reviewed,Calcium-binding mitochondrial carrier protein Aralar1 (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12),SLC25A12 ARALAR1,Homo sapiens (Human),678
Q9UJS0,CMC2_HUMAN,reviewed,Calcium-binding mitochondrial carrier protein Aralar2 (Citrin) (Mitochondrial aspartate glutamate carrier 2) (Solute carrier family 25 member 13),SLC25A13 ARALAR2,Homo sapiens (Human),675
Q5EBM0,CMPK2_HUMAN,reviewed,"UMP-CMP kinase 2, mitochondrial (EC 2.7.4.14)",CMPK2,Homo sapiens (Human),449
Q9NWQ9,CN119_HUMAN,reviewed,Uncharacterized protein C14orf119,C14orf119 My028,Homo sapiens (Human),140
Q7Z3D6,CN159_HUMAN,reviewed,"UPF0317 protein C14orf159, mitochondrial",C14orf159 UNQ2439/PRO5000,Homo sapiens (Human),616
A8K5M9,CO062_HUMAN,reviewed,"Uncharacterized protein C15orf62, mitochondrial",C15orf62,Homo sapiens (Human),175
Q96H96,COQ2_HUMAN,reviewed,"4-hydroxybenzoate polyprenyltransferase, mitochondrial (EC 2.5.1.39) (COQ2 homolog) (hCOQ2) (Para-hydroxybenzoate--polyprenyltransferase) (PHB:polyprenyltransferase)",COQ2 CL640,Homo sapiens (Human),371
Q9NZJ6,COQ3_HUMAN,reviewed,"Hexaprenyldihydroxybenzoate methyltransferase, mitochondrial (EC 2.1.1.114) (2-polyprenyl-6-hydroxyphenyl methylase) (EC 2.1.1.222) (3,4-dihydroxy-5-hexaprenylbenzoate methyltransferase) (DHHB methyltransferase) (DHHB-MT) (DHHB-MTase) (3-demethylubiquinone-10 3-methyltransferase) (EC 2.1.1.64) (Dihydroxyhexaprenylbenzoate methyltransferase)",COQ3 UG0215E05,Homo sapiens (Human),369
Q9Y3A0,COQ4_HUMAN,reviewed,"Ubiquinone biosynthesis protein COQ4 homolog, mitochondrial (Coenzyme Q biosynthesis protein 4 homolog)",COQ4 CGI-92,Homo sapiens (Human),265
Q5HYK3,COQ5_HUMAN,reviewed,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial (EC 2.1.1.201) (Ubiquinone biosynthesis methyltransferase COQ5)",COQ5,Homo sapiens (Human),327
Q99807,COQ7_HUMAN,reviewed,Ubiquinone biosynthesis protein COQ7 homolog (Coenzyme Q biosynthesis protein 7 homolog) (Timing protein clk-1 homolog),COQ7,Homo sapiens (Human),217
O75208,COQ9_HUMAN,reviewed,"Ubiquinone biosynthesis protein COQ9, mitochondrial",COQ9 C16orf49 HSPC326 PSEC0129,Homo sapiens (Human),318
Q12887,COX10_HUMAN,reviewed,"Protoheme IX farnesyltransferase, mitochondrial (EC 2.5.1.-) (Heme O synthase)",COX10,Homo sapiens (Human),443
Q9Y6N1,COX11_HUMAN,reviewed,"Cytochrome c oxidase assembly protein COX11, mitochondrial",COX11,Homo sapiens (Human),276
Q96I36,COX14_HUMAN,reviewed,Cytochrome c oxidase assembly protein COX14,COX14 C12orf62,Homo sapiens (Human),57
Q7KZN9,COX15_HUMAN,reviewed,Cytochrome c oxidase assembly protein COX15 homolog,COX15,Homo sapiens (Human),410
Q9P0S2,COX16_HUMAN,reviewed,"Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial",COX16 C14orf112 HSPC203 PTD019,Homo sapiens (Human),106
Q14061,COX17_HUMAN,reviewed,Cytochrome c oxidase copper chaperone,COX17,Homo sapiens (Human),63
Q8N8Q8,COX18_HUMAN,reviewed,Mitochondrial inner membrane protein COX18 (COX18Hs) (Cytochrome c oxidase assembly protein 18),COX18 OXA1L2,Homo sapiens (Human),333
P00395,COX1_HUMAN,reviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I),MT-CO1 COI COXI MTCO1,Homo sapiens (Human),513
Q5RI15,COX20_HUMAN,reviewed,Cytochrome c oxidase protein 20 homolog,COX20 FAM36A,Homo sapiens (Human),118
P00403,COX2_HUMAN,reviewed,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),MT-CO2 COII COXII MTCO2,Homo sapiens (Human),227
P00414,COX3_HUMAN,reviewed,Cytochrome c oxidase subunit 3 (Cytochrome c oxidase polypeptide III),MT-CO3 COIII COXIII MTCO3,Homo sapiens (Human),261
P13073,COX41_HUMAN,reviewed,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",COX4I1 COX4,Homo sapiens (Human),169
Q96KJ9,COX42_HUMAN,reviewed,"Cytochrome c oxidase subunit 4 isoform 2, mitochondrial (Cytochrome c oxidase subunit IV isoform 2) (COX IV-2)",COX4I2 COX4L2,Homo sapiens (Human),171
P20674,COX5A_HUMAN,reviewed,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",COX5A,Homo sapiens (Human),150
P10606,COX5B_HUMAN,reviewed,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide Vb)",COX5B,Homo sapiens (Human),129
P09669,COX6C_HUMAN,reviewed,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc),COX6C,Homo sapiens (Human),75
P24311,COX7B_HUMAN,reviewed,"Cytochrome c oxidase subunit 7B, mitochondrial (Cytochrome c oxidase polypeptide VIIb)",COX7B,Homo sapiens (Human),80
P15954,COX7C_HUMAN,reviewed,"Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIc)",COX7C,Homo sapiens (Human),63
O14548,COX7R_HUMAN,reviewed,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial (COX7a-related protein) (Cytochrome c oxidase subunit VIIa-related protein) (EB1)",COX7A2L COX7AR COX7RP,Homo sapiens (Human),114
O60397,COX7S_HUMAN,reviewed,"Putative cytochrome c oxidase subunit 7A3, mitochondrial (Cytochrome c oxidase subunit VIIa 3)",COX7A2P2 COX7A3 COX7AL2 COX7AP2,Homo sapiens (Human),106
P10176,COX8A_HUMAN,reviewed,"Cytochrome c oxidase subunit 8A, mitochondrial (Cytochrome c oxidase polypeptide VIII-liver/heart) (Cytochrome c oxidase subunit 8-2)",COX8A COX8 COX8L,Homo sapiens (Human),69
Q7Z4L0,COX8C_HUMAN,reviewed,"Cytochrome c oxidase subunit 8C, mitochondrial (Cytochrome c oxidase polypeptide 8 isoform 3) (Cytochrome c oxidase polypeptide VIII isoform 3) (COX VIII-3) (Cytochrome c oxidase subunit 8-3)",COX8C,Homo sapiens (Human),72
Q7Z7K0,COXM1_HUMAN,reviewed,COX assembly mitochondrial protein homolog (Cmc1p),CMC1 C3orf68,Homo sapiens (Human),106
Q9NRP2,COXM2_HUMAN,reviewed,COX assembly mitochondrial protein 2 homolog,CMC2 C16orf61 DC13,Homo sapiens (Human),79
P05108,CP11A_HUMAN,reviewed,"Cholesterol side-chain cleavage enzyme, mitochondrial (EC 1.14.15.6) (CYPXIA1) (Cholesterol desmolase) (Cytochrome P450 11A1) (Cytochrome P450(scc))",CYP11A1 CYP11A,Homo sapiens (Human),521
Q07973,CP24A_HUMAN,reviewed,"1,25-dihydroxyvitamin D(3) 24-hydroxylase, mitochondrial (24-OHase) (Vitamin D(3) 24-hydroxylase) (EC 1.14.13.126) (Cytochrome P450 24A1) (Cytochrome P450-CC24)",CYP24A1 CYP24,Homo sapiens (Human),514
Q02318,CP27A_HUMAN,reviewed,"Sterol 26-hydroxylase, mitochondrial (EC 1.14.13.15) (5-beta-cholestane-3-alpha,7-alpha,12-alpha-triol 27-hydroxylase) (Cytochrome P-450C27/25) (Cytochrome P450 27) (Sterol 27-hydroxylase) (Vitamin D(3) 25-hydroxylase)",CYP27A1 CYP27,Homo sapiens (Human),531
O15528,CP27B_HUMAN,reviewed,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial (EC 1.14.13.13) (25-OHD-1 alpha-hydroxylase) (25-hydroxyvitamin D(3) 1-alpha-hydroxylase) (VD3 1A hydroxylase) (Calcidiol 1-monooxygenase) (Cytochrome P450 subfamily XXVIIB polypeptide 1) (Cytochrome P450C1 alpha) (Cytochrome P450VD1-alpha) (Cytochrome p450 27B1)",CYP27B1 CYP1ALPHA CYP27B,Homo sapiens (Human),508
P31327,CPSM_HUMAN,reviewed,"Carbamoyl-phosphate synthase [ammonia], mitochondrial (EC 6.3.4.16) (Carbamoyl-phosphate synthetase I) (CPSase I)",CPS1,Homo sapiens (Human),1500
P50416,CPT1A_HUMAN,reviewed,"Carnitine O-palmitoyltransferase 1, liver isoform (CPT1-L) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, liver isoform) (CPT I) (CPTI-L) (Carnitine palmitoyltransferase 1A)",CPT1A CPT1,Homo sapiens (Human),773
Q92523,CPT1B_HUMAN,reviewed,"Carnitine O-palmitoyltransferase 1, muscle isoform (CPT1-M) (EC 2.3.1.21) (Carnitine O-palmitoyltransferase I, muscle isoform) (CPT I) (CPTI-M) (Carnitine palmitoyltransferase 1B) (Carnitine palmitoyltransferase I-like protein)",CPT1B KIAA1670,Homo sapiens (Human),772
Q8TCG5,CPT1C_HUMAN,reviewed,"Carnitine O-palmitoyltransferase 1, brain isoform (CPT1-B) (EC 2.3.1.21) (CPT IC) (Carnitine O-palmitoyltransferase I, brain isoform) (CPTI-B) (Carnitine palmitoyltransferase 1C)",CPT1C CATL1,Homo sapiens (Human),803
P23786,CPT2_HUMAN,reviewed,"Carnitine O-palmitoyltransferase 2, mitochondrial (EC 2.3.1.21) (Carnitine palmitoyltransferase II) (CPT II)",CPT2 CPT1,Homo sapiens (Human),658
Q96MF6,CQ10A_HUMAN,reviewed,"Coenzyme Q-binding protein COQ10 homolog A, mitochondrial",COQ10A UNQ6192/PRO20219,Homo sapiens (Human),247
Q9H8M1,CQ10B_HUMAN,reviewed,"Coenzyme Q-binding protein COQ10 homolog B, mitochondrial",COQ10B,Homo sapiens (Human),238
Q9UJA2,CRLS1_HUMAN,reviewed,Cardiolipin synthase (CLS) (EC 2.7.8.-) (Protein GCD10 homolog),CRLS1 C20orf155 CLS1,Homo sapiens (Human),301
Q9NSK7,CS012_HUMAN,reviewed,Protein C19orf12,C19orf12,Homo sapiens (Human),152
Q8WWI5,CTL1_HUMAN,reviewed,Choline transporter-like protein 1 (CDw92) (Solute carrier family 44 member 1) (CD antigen CD92),SLC44A1 CD92 CDW92 CTL1,Homo sapiens (Human),657
Q9H4I9,CV032_HUMAN,reviewed,"UPF0466 protein C22orf32, mitochondrial",C22orf32,Homo sapiens (Human),107
A2AJT9,CX023_HUMAN,reviewed,Uncharacterized protein CXorf23,CXorf23,Homo sapiens (Human),711
P12074,CX6A1_HUMAN,reviewed,"Cytochrome c oxidase subunit 6A1, mitochondrial (Cytochrome c oxidase polypeptide VIa-liver) (Cytochrome c oxidase subunit VIA-liver) (COX VIa-L)",COX6A1 COX6AL,Homo sapiens (Human),109
Q02221,CX6A2_HUMAN,reviewed,"Cytochrome c oxidase subunit 6A2, mitochondrial (Cytochrome c oxidase polypeptide VIa-heart) (COXVIAH) (Cytochrome c oxidase subunit VIA-muscle) (COX VIa-M)",COX6A2 COX6A COX6AH,Homo sapiens (Human),97
P14854,CX6B1_HUMAN,reviewed,Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1),COX6B1 COX6B,Homo sapiens (Human),86
Q6YFQ2,CX6B2_HUMAN,reviewed,"Cytochrome c oxidase subunit 6B2 (Cancer/testis antigen 59) (CT59) (Cytochrome c oxidase subunit VIb isoform 2) (COX VIb-2) (Cytochrome c oxidase subunit VIb, testis-specific isoform)",COX6B2,Homo sapiens (Human),88
P24310,CX7A1_HUMAN,reviewed,"Cytochrome c oxidase subunit 7A1, mitochondrial (Cytochrome c oxidase subunit VIIa-heart) (Cytochrome c oxidase subunit VIIa-H) (Cytochrome c oxidase subunit VIIa-muscle) (Cytochrome c oxidase subunit VIIa-M)",COX7A1 COX7AH,Homo sapiens (Human),79
P14406,CX7A2_HUMAN,reviewed,"Cytochrome c oxidase subunit 7A2, mitochondrial (Cytochrome c oxidase subunit VIIa-liver/heart) (Cytochrome c oxidase subunit VIIa-L) (Cytochrome c oxidase subunit VIIaL)",COX7A2 COX7AL,Homo sapiens (Human),83
Q8TF08,CX7B2_HUMAN,reviewed,"Cytochrome c oxidase subunit 7B2, mitochondrial (Cytochrome c oxidase polypeptide VIIb2)",COX7B2,Homo sapiens (Human),81
P08574,CY1_HUMAN,reviewed,"Cytochrome c1, heme protein, mitochondrial (Complex III subunit 4) (Complex III subunit IV) (Cytochrome b-c1 complex subunit 4) (Ubiquinol-cytochrome-c reductase complex cytochrome c1 subunit) (Cytochrome c-1)",CYC1,Homo sapiens (Human),325
O43169,CYB5B_HUMAN,reviewed,Cytochrome b5 type B (Cytochrome b5 outer mitochondrial membrane isoform),CYB5B CYB5M OMB5,Homo sapiens (Human),146
P00156,CYB_HUMAN,reviewed,Cytochrome b (Complex III subunit 3) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Ubiquinol-cytochrome-c reductase complex cytochrome b subunit),MT-CYB COB CYTB MTCYB,Homo sapiens (Human),380
P99999,CYC_HUMAN,reviewed,Cytochrome c,CYCS CYC,Homo sapiens (Human),105
Q8N465,D2HDH_HUMAN,reviewed,"D-2-hydroxyglutarate dehydrogenase, mitochondrial (EC 1.1.99.-)",D2HGDH D2HGD,Homo sapiens (Human),521
Q9NR28,DBLOH_HUMAN,reviewed,"Diablo homolog, mitochondrial (Direct IAP-binding protein with low pI) (Second mitochondria-derived activator of caspase) (Smac)",DIABLO SMAC,Homo sapiens (Human),239
