Accession,Localization,Description,Norm avg ratio,test,direct sec61?,membrane?,GO
O60610,cytosol,Protein diaphanous homolog 1,0.853341251,1,,,cytoskeleton;cytoplasm;cell projection;plasma membrane;ruffle membrane;
O60613,,15 kDa selenoprotein,1.019042383,1,,,endoplasmic reticulum;endoplasmic reticulum lumen;
O60645,,Exocyst complex component 3,0.910324605,1,,,NA
O60664,,Perilipin-3,0.935998376,1,,,endosome;Golgi apparatus;intracellular membrane-bounded organelle;endosome membrane;cytoplasm;membrane;lipid particle;
O60669,multiTM,Monocarboxylate transporter 2,0.820512258,1,,,membrane fraction;plasma membrane;integral to plasma membrane;
O60678,,Protein arginine N-methyltransferase 3,0.993798001,1,,,intracellular;cytoplasm;
O60684,,Importin subunit alpha-7,1.303864975,1,,,cytoplasm;nucleus;nuclear pore;
O60701,,UDP-glucose 6-dehydrogenase,0.845665162,1,,,cytosol;
O60704,,Protein-tyrosine sulfotransferase 2,0.918498486,1,,,endoplasmic reticulum;membrane fraction;Golgi apparatus;membrane;integral to membrane;Golgi membrane;
O60716,,Catenin delta-1,0.779562393,1,,,cytoplasm;plasma membrane;membrane fraction;lamellipodium;nucleus;plasma membrane;plasma membrane;
O60749,,Sorting nexin-2,0.92413804,1,,,cytoplasm;
O60762,cytosol,Dolichol-phosphate mannosyltransferase,0.914247678,1,,,membrane fraction;endoplasmic reticulum;dolichol-phosphate-mannose synthase complex;dolichol-phosphate-mannose synthase complex;endoplasmic reticulum membrane;endoplasmic reticulum membrane;
O60763,cytosol,General vesicular transport factor p115,0.896935005,1,,,cytosol;cytoplasm;Golgi apparatus;membrane;Golgi membrane;
O60779,multiTM,Thiamine transporter 1,1,1,,,plasma membrane;integral to membrane;
O60784,cytosol,Target of Myb protein 1,1.645526135,1,,,membrane;intracellular;early endosome;cytosol;cytoplasm;centrosome;
O60832,,H/ACA ribonucleoprotein complex subunit 4,0.919534803,1,,,nucleus;nucleus;Cajal body;nucleoplasm;nucleolus;nucleolus;nucleoplasm;telomerase holoenzyme complex;
O60841,,Eukaryotic translation initiation factor 5B,0.847469425,1,,,cytoplasm;
O60884,,DnaJ homolog subfamily A member 2,0.998728097,1,,,membrane;
O60888,,Protein CutA,0.640776216,1,,,membrane;
O60934,,Nibrin,0.899682831,1,,,nuclear chromosome; telomeric region;Mre11 complex;replication fork;nucleus;intracellular;chromosome;nucleus;nucleoplasm;Golgi apparatus;nuclear inclusion body;nucleolus;nucleolus;
O60941,cytosol,Dystrobrevin beta,1.103545327,1,,,synapse;cytoplasm;
O75027,mito,"ATP-binding cassette sub-family B member 7, mitochondrial",0.862861485,1,,,mitochondrion;mitochondrial inner membrane;membrane;integral to membrane;
O75083,,WD repeat-containing protein 1,0.779896067,1,,,cytosol;cytosol;extracellular region;cytoplasm;extracellular region;cytoskeleton;
O75116,,Rho-associated protein kinase 2,1.203529257,1,,,cytoplasm;spindle pole centrosome;plasma membrane;cytosol;
O75122,,CLIP-associating protein 2,0.892032185,1,,,cytoskeleton;condensed chromosome kinetochore;microtubule organizing center;kinetochore microtubule;cytoplasmic microtubule;Golgi apparatus;spindle;cell cortex;cytoplasm;
O75131,cytosol,Copine-3,1.112111107,1,,,cytosol;cytoplasm;
O75153,,Protein KIAA0664,0.869504862,1,,,NA
O75165,cytosol,DnaJ homolog subfamily C member 13,1.02269391,1,,,NA
O75179,,Ankyrin repeat domain-containing protein 17,1.133603089,1,,,cytoplasm;nucleus;
O75223,,Gamma-glutamylcyclotransferase,0.83704421,1,,,cytosol;
O75251,mito,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",0.837204222,1,,,mitochondrial respiratory chain complex I;mitochondrion;mitochondrial respiratory chain complex I;respiratory chain;
O75306,mito,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",0.849400405,1,,,mitochondrial respiratory chain complex I;membrane;mitochondrion;respiratory chain;mitochondrial inner membrane;mitochondrial respiratory chain complex I;mitochondrion;mitochondrial respiratory chain complex I;
O75340,nucleus,Programmed cell death protein 6,0.981619228,1,,,nuclear membrane;endoplasmic reticulum;endoplasmic reticulum membrane;membrane;nucleus;
O75347,,Tubulin-specific chaperone A,1.039336468,1,,,microtubule;cytoskeleton;cytoplasm;
O75348,,V-type proton ATPase subunit G 1,0.825350097,1,,,plasma membrane;lysosomal membrane;intracellular;vacuolar proton-transporting V-type ATPase complex;cytosol;plasma membrane;
O75352,,Mannose-P-dolichol utilization defect 1 protein,1.021873078,1,,,endoplasmic reticulum;endoplasmic reticulum membrane;membrane;integral to membrane;
O75367,,Core histone macro-H2A.1,0.970054907,1,,,condensed chromosome;nucleus;Barr body;nucleosome;
O75369,,Filamin-B,0.852880391,1,,,Z disc;actin cytoskeleton;plasma membrane;cell cortex;integral to membrane;cytoplasm;
O75376,,Nuclear receptor corepressor 1,1.037197439,1,,,nucleus;transcriptional repressor complex;spindle microtubule;nuclear part;transcriptional repressor complex;histone deacetylase complex;
O75380,mito,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",1.080573803,1,,,mitochondrial inner membrane;mitochondrion;respiratory chain;mitochondrial respiratory chain complex I;mitochondrial respiratory chain complex I;membrane;
O75381,cytosol,Peroxisomal membrane protein PEX14,0.68978282,1,,,membrane;nucleus;peroxisomal membrane;peroxisome;protein complex;integral to membrane;peroxisome;
O75387,multiTM,Large neutral amino acids transporter small subunit 3,0.701452019,1,,,integral to plasma membrane;plasma membrane;
O75390,mito,"Citrate synthase, mitochondrial",1.015345566,1,,,mitochondrial matrix;mitochondrion;
O75396,type IV,Vesicle-trafficking protein SEC22b,0.859452525,1,,,Golgi apparatus;membrane;melanosome;ER-Golgi intermediate compartment membrane;integral to membrane;endoplasmic reticulum;endoplasmic reticulum membrane;ER-Golgi intermediate compartment;Golgi membrane;
O75410,cytosol,Transforming acidic coiled-coil-containing protein 1,1.127978617,1,,,cytoplasm;cytoskeleton;microtubule organizing center;nucleus;
O75431,mito,Metaxin-2,0.876048122,1,,,mitochondrion;mitochondrial outer membrane;membrane;
O75436,,Vacuolar protein sorting-associated protein 26A,0.931061856,1,,,endosome;cytoplasm;membrane;cytosol;endosome membrane;retromer complex;
O75439,,Mitochondrial-processing peptidase subunit beta,0.885083713,1,,,mitochondrial matrix;mitochondrion;
O75475,,PC4 and SFRS1-interacting protein,1.21492069,1,,,nucleus;cytosol;cytosol;
O75477,multiTM,Erlin-1,0.947386347,1,,,endoplasmic reticulum;integral to membrane;membrane;endoplasmic reticulum membrane;endoplasmic reticulum membrane;
O75489,mito,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",0.903694706,1,,,mitochondrial membrane;mitochondrial inner membrane;membrane;mitochondrion;mitochondrial respiratory chain complex I;mitochondrial respiratory chain complex I;respiratory chain;
O75494,,Serine/arginine-rich splicing factor 10,0.789885648,1,,,nucleus;cytoplasm;nuclear speck;nucleoplasm;
O75521,,"Enoyl-CoA delta isomerase 2, mitochondrial",0.699750538,1,,,intracellular membrane-bounded organelle;mitochondrion;peroxisomal matrix;peroxisome;
O75530,,Polycomb protein EED,1.099157435,1,,,nucleus;ESC/E(Z) complex;
O75531,,Barrier-to-autointegration factor,0.841823218,1,,,cytosol;cytoplasm;chromosome;nucleus;cytosol;
O75533,mito,Splicing factor 3B subunit 1,0.990746905,1,,,nucleus;nuclear speck;spliceosomal complex;
O75534,,Cold shock domain-containing protein E1,0.942585038,1,,,cytoplasm;
O75558,type IV,Syntaxin-11,0.953937502,1,,,membrane;Golgi apparatus;
O75592,,Probable E3 ubiquitin-protein ligase MYCBP2,0.867895044,1,,,anaphase-promoting complex;microtubule cytoskeleton;nucleus;axon;
O75607,,Nucleoplasmin-3,0.998033645,1,,,nucleus;nucleolus;
O75608,cytosol,Acyl-protein thioesterase 1,1.201794151,1,,,cytoplasm;mitochondrion;
O75643,cytosol,U5 small nuclear ribonucleoprotein 200 kDa helicase,0.960805394,1,,,U5 snRNP;spliceosomal complex;nucleus;
O75663,,TIP41-like protein,1.050546303,1,,,cytoplasm;
O75691,,Small subunit processome component 20 homolog,1.014298518,1,,,nucleus;cytoplasm;nucleoplasm;90S preribosome;small-subunit processome;preribosome; small subunit precursor;nucleolus;nucleolus;
O75694,cytosol,Nuclear pore complex protein Nup155,1.050225024,1,,,nuclear membrane;membrane;nuclear pore;nuclear envelope;nuclear envelope;nucleus;
O75695,cytosol,Protein XRP2,1.023022654,1,,,plasma membrane;
O75718,,Cartilage-associated protein,0.930790652,1,,,extracellular region;proteinaceous extracellular matrix;
O75746,mito,Calcium-binding mitochondrial carrier protein Aralar1,0.920513411,1,,,membrane;mitochondrion;mitochondrial inner membrane;mitochondrion;integral to membrane;
O75787,type I,Renin receptor,1.909866678,1,,,integral to membrane;external side of plasma membrane;membrane;external side of plasma membrane;
O75794,,Cell division cycle protein 123 homolog,0.974249121,1,,,cytoplasm;
O75818,,Ribonuclease P protein subunit p40,1.336510572,1,,,nucleolar ribonuclease P complex;nucleus;nucleolus;
O75821,cytosol,Eukaryotic translation initiation factor 3 subunit G,0.936802733,1,,,eukaryotic translation initiation factor 3 complex;cytoplasm;eukaryotic translation initiation factor 3 complex;cytosol;eukaryotic translation initiation factor 3 complex;
O75822,cytosol,Eukaryotic translation initiation factor 3 subunit J,1.097135432,1,,,eukaryotic translation initiation factor 3 complex;eukaryotic translation initiation factor 3 complex;cytosol;cytoplasm;
O75844,multiTM,CAAX prenyl protease 1 homolog,0.861852712,1,,,Golgi membrane;membrane;integral to membrane;endoplasmic reticulum membrane;membrane fraction;endoplasmic reticulum;Golgi apparatus;cytoplasm;
O75874,cytosol,Isocitrate dehydrogenase [NADP] cytoplasmic,0.77568374,1,,,cytoplasm;cytosol;soluble fraction;peroxisome;
O75882,type I,Attractin,0.892440475,1,,,cytoplasm;extracellular space;integral to plasma membrane;plasma membrane;extracellular region;
O75915,multiTM,PRA1 family protein 3,1.078697,1,,,endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane;membrane;cytoplasm;
O75934,,Pre-mRNA-splicing factor SPF27,1.041307984,1,,,nucleus;nucleolus;spliceosomal complex;
O75937,,DnaJ homolog subfamily C member 8,1.163937132,1,,,NA
O75947,mito,"ATP synthase subunit d, mitochondrial",0.9383287,1,,,mitochondrial proton-transporting ATP synthase complex;mitochondrial inner membrane;mitochondrial proton-transporting ATP synthase complex; coupling factor F(o);mitochondrion;mitochondrial inner membrane;membrane;
O75955,cytosol,Flotillin-1,0.994277711,1,,,membrane raft;Golgi apparatus;membrane fraction;integral to membrane;intracellular membrane-bounded organelle;microtubule organizing center;melanosome;flotillin complex;flotillin complex;plasma membrane;centriolar satellite;caveola;
O75964,mito,"ATP synthase subunit g, mitochondrial",1.066096594,1,,,mitochondrial inner membrane;mitochondrion;mitochondrial proton-transporting ATP synthase complex; coupling factor F(o);membrane;mitochondrial proton-transporting ATP synthase complex;
O75976,type I,Carboxypeptidase D,0.720264371,1,,,integral to membrane;membrane;nucleus;microsome;trans-Golgi network;membrane fraction;
O76003,,Glutaredoxin-3,0.840767472,1,,,cell cortex;cytoplasm;
O76021,cytosol,Ribosomal L1 domain-containing protein 1,0.90845383,1,,,ribosome;intracellular;nucleus;nucleolus;
O76024,,Wolframin,2.152668612,1,,,integral to endoplasmic reticulum membrane;integral to endoplasmic reticulum membrane;dendrite;endoplasmic reticulum;integral to membrane;membrane;endoplasmic reticulum membrane;
O76031,,"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial",0.896466952,1,,,mitochondrion;mitochondrion;mitochondrial nucleoid;mitochondrial endopeptidase Clp complex;mitochondrial inner membrane;
O76071,,Probable cytosolic iron-sulfur protein assembly protein CIAO1,1.027799076,1,,,NA
O76094,cytosol,Signal recognition particle 72 kDa protein,1.020968746,1,,,signal recognition particle; endoplasmic reticulum targeting;cytoplasm;
O94760,,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1",1.438977559,1,,,mitochondrion;cytoplasm;
O94766,type II,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,1.391355583,1,,,Golgi apparatus;membrane;integral to membrane;Golgi membrane;
O94779,GPI,Contactin-5,3.958911156,1,,,anchored to membrane;plasma membrane;
O94826,mito,Mitochondrial import receptor subunit TOM70,0.852118814,1,,,integral to membrane;mitochondrion;cytoplasm;mitochondrial outer membrane translocase complex;membrane;
O94832,cytosol,Myosin-Id,0.823044147,1,,,myosin complex;
O94874,cytosol,E3 UFM1-protein ligase 1,1.078465373,1,,,endoplasmic reticulum;
O94886,,Transmembrane protein 63A,1.490175554,1,,,membrane;integral to membrane;
O94903,,Proline synthase co-transcribed bacterial homolog protein,0.920518479,1,,,intracellular;mitochondrion;cytoplasm;
O94905,type II,Erlin-2,1.70656398,1,,,integral to membrane;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum;cytoplasm;membrane;endoplasmic reticulum membrane;
O94906,cytosol,Pre-mRNA-processing factor 6,1.029097117,1,,,U4/U6 x U5 tri-snRNP complex;spliceosomal complex;U5 snRNP;U4/U6 snRNP;nucleus;intracellular;
O94966,,Ubiquitin carboxyl-terminal hydrolase 19,0.962856795,1,,,NA
O94973,cytosol,AP-2 complex subunit alpha-2,1.010073145,1,,,cytosol;plasma membrane;membrane coat;plasma membrane;endocytic vesicle membrane;AP-2 adaptor complex;coated pit;cytosol;
O94979,,Protein transport protein Sec31A,0.862952202,1,,,perinuclear region of cytoplasm;endoplasmic reticulum;membrane;cytoplasm;cytoplasmic vesicle;endoplasmic reticulum membrane;intracellular membrane-bounded organelle;cytoplasm;COPII vesicle coat;
O95070,,Protein YIF1A,1.088755025,1,,,Golgi apparatus;integral to membrane;endoplasmic reticulum membrane;endoplasmic reticulum;membrane;cytoplasm;Golgi membrane;ER-Golgi intermediate compartment;
O95071,,E3 ubiquitin-protein ligase UBR5,1.358571661,1,,,nucleus;soluble fraction;intracellular;
O95139,,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,1.355710804,1,,,respiratory chain;integral to membrane;mitochondrial respiratory chain complex I;membrane;mitochondrion;mitochondrial inner membrane;mitochondrial respiratory chain complex I;mitochondrial membrane;
O95140,,Mitofusin-2,0.659544554,1,,,microtubule cytoskeleton;integral to membrane;mitochondrion;intrinsic to mitochondrial outer membrane;membrane;cytosol;
O95155,,Ubiquitin conjugation factor E4 B,0.926539345,1,,,cytoplasm;nucleus;ubiquitin ligase complex;
O95159,type IV,Zinc finger protein-like 1,0.900148168,1,,,integral to membrane;nucleus;Golgi apparatus;membrane;
O95163,,Elongator complex protein 1,0.913588758,1,,,DNA-directed RNA polymerase II; holoenzyme;transcription elongation factor complex;transcription elongation factor complex;nucleolus;cytoplasm;nucleus;cytoplasm;
O95168,,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,1.325954617,1,,,mitochondrial inner membrane;mitochondrial respiratory chain complex I;integral to membrane;membrane;mitochondrion;respiratory chain;
O95169,mito,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",1.068463802,1,,,endoplasmic reticulum;mitochondrial inner membrane;membrane;mitochondrial respiratory chain complex I;mitochondrion;respiratory chain;integral to membrane;
O95202,mito,"LETM1 and EF-hand domain-containing protein 1, mitochondrial",0.927604882,1,,,membrane;mitochondrion;mitochondrial inner membrane;integral to membrane;mitochondrion;
O95218,,Zinc finger Ran-binding domain-containing protein 2,0.755812633,1,,,nucleus;intracellular;
O95232,,Luc7-like protein 3,0.788549972,1,,,nucleus;nuclear speck;nucleus;
O95249,type IV,Golgi SNAP receptor complex member 1,0.978039301,1,,,cis-Golgi network;Golgi apparatus;membrane;SNARE complex;Golgi membrane;integral to membrane;
O95251,,Histone acetyltransferase MYST2,1.115144349,1,,,histone acetyltransferase complex;nucleus;nucleolus;nucleoplasm;intracellular;
O95292,TA,Vesicle-associated membrane protein-associated protein B/C,1.145400879,1,,,endoplasmic reticulum;integral to membrane;endoplasmic reticulum membrane;plasma membrane;Golgi apparatus;membrane fraction;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum membrane;endoplasmic reticulum;endomembrane system;
O95297,type I,Myelin protein zero-like protein 1,2.400849142,1,,,integral to plasma membrane;membrane;
O95298,mito,NADH dehydrogenase [ubiquinone] 1 subunit C2,0.973940596,1,,,mitochondrial respiratory chain complex I;mitochondrial inner membrane;cytoplasm;integral to membrane;respiratory chain;mitochondrion;membrane;
O95299,mito,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",0.942473044,1,,,mitochondrial respiratory chain complex I;respiratory chain;mitochondrion;mitochondrial matrix;
O95336,,6-phosphogluconolactonase,0.731167025,1,,,cytoplasm;
O95347,,Structural maintenance of chromosomes protein 2,0.840464825,1,,,cytoplasm;cytoplasm;nuclear chromosome;condensin complex;condensed chromosome;condensin complex;nucleus;
O95352,,Ubiquitin-like modifier-activating enzyme ATG7,0.976341717,1,,,cytoplasm;
O95359,,Transforming acidic coiled-coil-containing protein 2,1.234097231,1,,,cytoskeleton;cytoplasm;microtubule organizing center;nucleus;
O95372,,Acyl-protein thioesterase 2,1.090756541,1,,,cytoplasm;
O95373,,Importin-7,0.799317861,1,,,cytoplasm;nuclear pore;soluble fraction;nucleus;
O95394,,Phosphoacetylglucosamine mutase,0.902962438,1,,,cellular_component;
O95396,,Adenylyltransferase and sulfurtransferase MOCS3,1.378241647,1,,,cytoplasm;cytosol;
